id;price;rooms;area;year
11360381;98000;2;49,9;1997
11360382;99000;2;64,5;2013
11360383;99500;2;58,2;2013
11360384;105000;2;49,56;1984
11301568;1650;1;60;2013
11360386;105000;2;51,63;1976
11360387;105000;2;59,7;2003
11360388;107000;2;50,09;1972
11360389;107000;2;54,9;2012
9900166;135000;2;60,5;1951
11360391;110000;2;65,5;1946
11360392;110000;2;58,3;2008
11360393;113000;2;70,6;2008
11360394;116500;2;60,6;2012
11360395;119000;2;51,4;1995
11360396;119500;2;75;2007
11360397;125000;2;48,7;1970
11360398;129000;2;58,1;2010
11360399;134000;2;79;2006
11360400;135000;2;59,93;1958
11360401;145000;2;76,2;2009
11360402;147000;2;71,5;2010
11067539;924000;5;308;2014
11360404;150000;2;65,9;2010
10813589;73224;1;45,2;2013
11360406;169900;2;72,1;2008
11360407;179500;2;74,6;2010
11360409;61000;2;49,8;1982
11360410;53000;2;45,3;1963
11360411;103000;2;61,1;2012
11360412;64000;2;52,6;1990
11360413;103000;3;68,4;1999
11360414;83000;3;49,1;1967
11360415;90000;3;48,29;1965
11360416;92000;3;62,2;1971
11360417;97000;3;63,6;1996
11208866;61000;1;33;1986
11360419;98000;3;63,23;1975
11360420;98000;3;62,6;1984
11360421;99000;3;71,3;1988
11360422;101000;3;62,7;1987
11360423;103000;3;54,97;1954
11360424;105000;3;63,52;1982
11360425;106000;3;63,24;1998
11360426;106000;3;68,2;1995
11360427;106000;3;71,99;1978
11360428;106000;3;63,5;1990
11360429;107000;3;62,7;1985
11360430;109500;3;63,39;1977
11360431;110000;3;63,3;1980
11360432;110000;3;63,5;1994
11360433;112000;3;65,44;1980
11360434;115000;3;62,77;1983
11360435;117000;3;75,5;2009
11360436;117000;3;70,87;1976
11360437;119000;3;64,8;1900
11360438;119500;3;64;1993
11360439;120000;3;63,05;1984
11360440;120000;3;55,6;1964
11360441;120000;3;79,7;2013
11360442;120000;3;82,3;2011
11360443;121000;3;79,7;2013
11360716;85000;3;55.68;1964
11360445;124000;3;78,3;2012
11360446;125000;3;79,2;2007
11200703;143000;4;92,3;2012
11360448;128000;3;90,1;2010
11360449;128000;3;63;1978
11360450;129900;3;61,5;1968
11360451;132000;3;88,9;2008
11360452;139500;3;64,9;1977
11360453;140000;3;66,6;2001
11360454;145000;3;76,2;1956
11360455;149000;3;67,8;1975
11301064;73000;1;29.6;2008
11360457;149500;3;64,98;1970
11360458;150000;3;68,6;2001
11360459;154000;3;88,7;2010
11360460;155000;3;76,8;1958
11360461;156500;3;78,5;2003
11360462;159000;3;66,8;1900
11360463;159000;3;72,4;1996
11360464;180000;3;116,4;2009
11360465;180000;3;100,2;2002
11360466;182000;3;82,8;2005
11360467;187000;3;96,9;2010
11360468;205000;3;88,1;1999
11360469;220000;3;97,7;2009
11360470;240000;3;91,9;2008
11360471;250000;3;87,3;2007
11360472;255000;3;92,4;2007
11360473;280000;3;106,9;2006
11360474;285000;3;76,1;1947
11360475;315000;3;130,4;2006
11360476;320000;3;97,2;2007
11360477;330000;3;112,3;2008
11360479;340000;3;98,1;1972
11360480;375000;3;94,4;2008
11358433;118000;3;71,2;1988
11360482;490000;3;140,1;2011
11360483;499000;3;124,2;2008
11360484;230000;3;250,7;2012
11360485;86000;3;84,1;2012
11360486;73000;4;74,1;1984
11360487;77500;4;58,5;1970
11360488;92500;4;70,4;1975
11360489;94000;4;70,3;1973
11360490;115000;4;81,6;1992
11360491;120000;4;78,9;1986
11360492;123000;4;81,5;1991
10133741;68500;2;42;1964
11360494;126000;4;78,03;1981
11360495;138000;4;82,2;1998
11360496;150000;4;81,2;1989
11360497;170000;4;112,5;2008
10744050;125000;2;40;1953
11360499;210000;4;123,2;2005
11360500;210000;4;94,4;1972
11360501;215000;4;308;2008
11360502;235000;4;136,6;1998
11360503;297000;4;123,6;2004
11360504;305000;4;123,6;2002
11360505;345000;4;156,3;2012
11360506;370000;4;148,7;2005
11360508;386500;4;168;2007
11360509;450000;4;179,5;1996
11360510;470000;4;134,3;2010
11360511;62000;4;70,9;1975
11360512;335000;5;310;2002
11360513;550000;5;240;2013
11360514;390000;7;326,6;1996
10734715;137500;3;85;1996
10959135;120000;3;76;1955
11301158;349;4;115;2002
11027505;59000;1;31,3;1962
11008421;84000;2;47;1965
11309358;75000;2;40;1974
11333237;41000;1;35;1900
11313456;85000;3;55.68;1964
11260209;82000;1;43;2002
11360307;75000;1;45,4;2012
11020596;72500;2;43;1960
11360990;118500;4;81.72;1982
11357856;82000;1;50;2008
10912822;83000;2;62;1900
11360993;61500;2;32;1960
11006284;45000;3;62;1889
11360592;91000;2;53.3;2002
11360593;118000;2;66.4;2013
11360594;67000;1;30;1986
11360595;80000;2;44;1962
11360596;115000;3;63;1990
11360597;188000;2;53.8;1950
11360598;220000;3;96.8;2007
11360599;174000;3;112;2012
11360600;95000;3;50.86;1947
11360602;107000;1;40.8;2011
11360603;55000;1;34;1984
11360604;280000;3;89;1953
11360605;392000;3;157;2008
11360997;71900;1;40;2013
11360608;133500;2;88;2013
11360609;75000;2;47.2;1970
11360610;299000;5;155;2000
11360611;92000;3;57.5;1962
11360612;83000;1;43;2013
11360613;87000;2;49.7;1979
11360616;75000;1;31;1967
11360617;139900;3;77;1977
11360618;185000;3;79;2004
11360620;72500;2;43;1962
11360621;85000;2;45;1959
11360623;72000;2;45.1;1963
11333352;118000;4;59.1;1900
11133301;110000;3;69;2010
11360631;121000;3;79.8;2013
11360632;105000;2;61.5;2007
11360634;122000;3;67;1994
11360635;92000;3;55;1964
11360638;182000;2;64;2001
11360642;198000;2;63;1946
11260293;169000;2;58;1900
11360647;163000;3;72.6;2004
11360649;62500;1;32.6;1972
11360650;98000;3;70;1962
11360651;132000;3;93.5;2007
11360652;96000;3;55;1961
11360653;122000;2;72.2;2013
11360655;105000;2;61;2007
10824080;150000;3;64;1967
11307410;64000;1;33.1;1970
11360664;105000;3;63;1996
11360666;228250;3;104;2009
11360669;165000;2;62.4;1969
11360670;225000;2;72.8;2008
11360672;115000;2;80.3;2009
11360674;130000;3;93.96;2011
11360676;74000;1;35.1;2000
11360677;135000;2;80.3;2009
11360678;122000;4;77.3;1996
11360679;57000;1;35.4;1979
11360680;198000;5;128;1997
11360681;135000;3;91;2012
11360682;117000;2;47;1956
11200939;102000;2;60;2013
11200940;339000;4;142;1996
11149741;39000;2;50;1900
11307421;139000;3;97;2009
11360689;155000;3;100;2002
11360690;51000;1;21;1974
11360691;80000;1;37.3;2011
11360693;69000;1;33;1978
11360694;108500;2;80.4;2010
11327928;94000;2;49;1993
11346361;73000;2;41,3;1959
11225532;185000;2;70;2010
11360702;88000;2;51;1981
10942913;87000;2;47;1997
11361014;64900;1;45;2014
11225847;72750;2;41,36;1962
11313612;71900;1;41;2013
11360717;215000;4;80.33;1958
11360718;97000;1;43;2006
11301327;79000;1;40;1998
11360721;64000;1;33.17;1978
11067858;924000;5;308;2014
8208852;285600;4;94;1953
11360727;97000;3;63;1979
11360728;87700;2;51.4;1967
11140516;160000;4;53.8;2005
11360730;130000;3;63;1986
11360731;82000;2;40;1963
11039196;163000;2;65,4;1952
10862330;134706;3;85.80;2013
11346341;225000;3;154,3;2009
11092449;73000;1;45;1900
11360738;130000;4;90;2008
11360743;190000;3;73;1969
11360385;105000;2;50,6;1996
10744299;92000;2;46;1950
10920430;95000;3;65;1991
11360751;162000;2;68;2005
11149813;120000;4;82;1900
11360758;110000;3;67.4;1992
11360759;54500;1;25;1959
11360760;71500;2;40;1959
11360762;290000;5;126;2006
11360683;91000;2;50.6;1977
11360773;65900;1;31;1962
11100684;13000;1;29.9;1900
11360783;60000;1;32.6;1961
11360785;203000;3;89;2006
11360788;76700;1;44.7;2005
11360793;221000;5;125;1994
11311642;210000;5;135;1984
11360795;66000;1;33;1967
11360796;190000;3;101.6;2005
11360797;115000;3;75;1900
11360798;85000;2;58;1900
11360799;73700;2;45.2;1962
11356704;182500;3;61;1955
11360802;354000;3;96;2006
11016739;22000;1;39.8;1900
11360805;212000;3;103;2011
11360806;80000;2;43;1963
11360807;375000;5;175.7;2002
11360808;137000;3;77;1900
11360809;96900;2;57.9;2013
11360810;138000;3;91;2010
11360811;75000;1;34.3;1967
11360812;123000;3;64;1989
11360813;190000;3;67;1989
11360814;278000;4;96.5;1955
11360815;117000;3;72;1990
11360816;89000;2;41.8;1970
11360817;89000;2;50;1900
11360818;237000;3;94;2006
11360819;88000;2;50;1984
11360820;75000;2;40;1969
11360821;112500;2;59;1956
11360822;76500;1;37.1;2001
11360823;67000;1;29;1960
11360824;64900;1;33;1980
11360825;102000;3;63;1977
11360826;70500;1;43.5;1954
11360827;78000;1;39;2000
11360828;76000;2;41;1963
11360831;67490;1;33;1989
11360832;127000;4;88;1993
11360833;157000;3;82;2013
11360834;74950;1;45.67;2013
11360835;350000;4;107;1954
11360836;115000;3;61.3;1956
11360837;125000;2;50;1984
10805830;135000;4;92;2007
11360839;149500;2;86.6;2012
11360840;69000;1;32;1963
11360841;88000;3;56.8;1965
11360842;69000;1;33;1986
11364939;134500;2;78,15;2015
11360844;97000;2;58.5;2009
11360845;75000;2;40.2;1968
11360846;135500;3;79;2009
11364943;76500;2;44;1900
11360848;49700;2;34;1967
11360849;98000;3;56.4;1964
11360850;75500;1;36.6;1989
11360851;69000;1;35;1990
11172436;73500;2;44;1963
11360853;115000;2;50.7;2003
11360854;260000;2;66;1946
11360856;128000;3;62.5;1995
11360857;185000;2;70;2002
11360858;138000;2;60;1957
11360859;90000;2;50;1986
11360860;61000;1;35;1976
11360861;117000;2;50;1984
11360862;141000;3;78.1;2012
11360863;180000;3;91;2012
11360864;265000;5;167;2012
11360867;60900;1;34.7;1971
11360869;135000;2;63;2007
11360870;117000;3;73.7;1958
11360871;257000;3;90;2011
11360872;130000;3;66;1977
11360873;88000;4;59;1900
11360874;97500;3;65;1990
11360875;151000;3;81;2007
11354898;155000;2;55;1959
11360879;72500;1;45;2012
11360880;71000;1;41;2013
11360881;77000;2;50;1985
11360882;127700;3;58;1962
11360883;210000;2;60;2008
11360884;117000;3;67;1972
11360885;90000;2;39.8;1985
11360887;63000;1;33.6;1989
11360888;78000;1;45;2009
11360889;62000;1;33;1978
11360891;72000;1;35.9;1971
11154044;60500;1;33;1980
11360893;64000;1;33.1;1991
11360894;82000;2;42.8;1964
11360895;210000;3;68;1900
11360896;218000;3;101;2012
11360897;76000;1;33.2;1971
11360898;72000;1;34;1970
11360899;68000;1;33;1975
11360900;135000;3;62.83;1984
11360901;57500;1;30;1961
11360902;65000;1;32.04;1958
11360904;182000;1;62.1;2001
11360905;62000;2;41;1960
11360906;100000;2;66;2006
11328140;110000;2;62;2008
11360909;135000;4;79.5;1992
11360910;64900;1;31;1963
11360911;66500;1;33;1973
11360912;134000;2;55;1949
11360913;128700;3;80.5;1960
11278994;115;3;68.5;1996
11360915;105000;3;70;1988
11313812;140000;3;67;1972
11360917;59000;1;30.9;1969
11360918;77000;1;33;1961
11360919;59400;1;35;1972
11360920;125000;3;79;2011
11360921;119000;3;65;1987
11360922;200000;3;125;2011
11360923;85000;2;47;1982
11360924;68400;1;30;1961
11360925;70300;1;31.48;1971
11360926;170000;2;48.4;1959
11360927;120000;3;62;1951
11360928;140000;4;83;1990
11360929;122000;4;83.8;1997
11360931;60500;1;35;1972
11360932;74000;2;38.4;1958
11360933;120000;3;71;1937
11360934;85000;2;46;1980
11360935;199000;3;92;2010
11360936;161000;3;83.1;1953
11360937;263000;3;108;1900
11360938;107000;2;57;2003
11360939;91000;1;36.4;1990
11360940;104000;2;50;1989
11365037;62000;1;31;1963
11360942;90000;3;58;1969
11360943;120000;4;80;1990
11360944;105000;2;68;2007
11360945;235000;3;103.2;2003
11360947;140000;3;63.2;1986
11360948;85000;2;46.2;1977
11360949;365000;2;65.3;1954
11360950;180000;3;91;2012
11360951;69000;1;25;1969
11360952;160000;4;98.5;2000
11360954;102000;3;64.5;1973
11360955;94000;3;55;1965
11360956;95000;2;54;1959
11360957;95000;2;51;1985
11360958;125000;4;80;1984
11360959;142000;2;56.5;1964
11360960;72000;1;39.2;1995
11360961;90000;1;45;2006
11360962;78500;1;42.8;2009
11360963;86000;2;50;1971
11360964;184000;3;91.6;1998
11360965;183000;4;81.4;1998
11360967;64500;1;29.9;1978
11360968;65200;1;33.1;1987
11360969;63000;1;34;1971
11344586;107000;2;42;1900
11360971;158000;3;78;1953
11360972;133000;3;81;2013
11360973;72000;2;44;1960
11360974;179000;3;64;1988
11360975;64000;1;35;1979
11360976;79000;2;43;1962
11360977;75000;2;40;1975
11360978;125000;2;48;1973
11360979;71600;2;38.39;1973
11360980;198000;5;128;1997
11360981;320000;5;173;2006
11360982;66600;1;31;1961
11360983;81500;2;49.03;1975
11360984;62000;1;33.96;1985
11360986;74000;1;47.3;2013
11360987;390000;4;121.9;2003
11360988;112000;2;53;2012
11360989;63200;1;33.8;1987
11010782;73000;2;40;1972
11360991;146000;3;65.6;1986
11360992;169000;4;112.5;2008
11301601;1600;3;94;2013
11360995;180000;4;77;1983
11360996;70000;1;33.6;1956
11301677;285000;4;128,49;2013
11360998;98000;3;61.4;1969
11360999;68000;1;34;1982
11361000;92000;3;62.1;1966
11361001;63900;1;38.1;1996
11361002;72900;2;43.7;1963
11361003;140000;3;67;1972
11361004;80000;1;27.3;1991
11361005;71000;2;38.3;1971
11361006;113000;3;68.5;1996
11361007;67500;1;33;1973
11361008;92000;2;51.2;1981
11361009;61500;1;33;1993
11361010;59800;1;32.03;1961
11361011;69000;1;36.3;1981
11361012;70600;1;34;1991
11361013;67000;1;33;1981
11000566;180000;3;86,5;2006
11361015;72600;1;33;1983
11361016;155000;2;66;2011
11361017;199000;4;81;1975
11361018;118000;4;80;1978
11361019;88000;1;40;2009
11361020;62000;1;29.4;1962
11361022;138000;1;59.4;1953
11361024;67000;1;34;1988
11361025;355000;5;116;1958
11361026;85000;2;49.22;1972
11361027;99000;2;51;1993
11361028;59000;1;33;1969
11361029;77900;1;38;1976
11361030;69000;1;34;1998
11361031;74000;1;32.9;2008
11361033;60000;1;37;1984
11361034;93000;3;63;1973
11361035;111000;3;65.7;1995
11361036;355000;2;107.7;2004
11361037;88000;2;49.8;1990
11361038;65000;1;35.8;1976
11037485;103000;1;38;1989
11361041;137000;3;65;1991
11361042;64500;1;38;1985
11361043;64400;1;33;1966
11361044;67500;1;33;2010
11361045;60500;1;36.3;1989
11361046;69900;1;33.75;1987
11361047;58500;1;33.15;1972
11361048;65000;1;33;1976
11361049;63600;1;32;1976
11360327;84500;1;50;2004
11361051;81900;2;50;1975
11361052;75500;2;45.5;1962
11361053;106000;3;64;1989
11361055;150000;3;66;1977
11361057;126000;3;65.3;1996
11361058;86900;3;49.67;1972
11361059;99900;3;64;1993
11361060;68700;1;36.7;2005
11361061;123000;2;42;1959
11361063;105000;1;47.5;2008
11361064;92000;2;57.3;1971
11361065;162000;3;88;2007
11361066;140000;3;74.5;1975
11361067;93200;1;42.4;2000
11361068;69000;1;35;1993
11361069;109000;3;63;1986
11361070;77000;1;50;2006
11361071;93000;2;52.9;1971
11361072;77000;1;41;2013
11361073;135000;3;63.2;1982
11361074;76500;1;37.7;2010
11361075;299000;2;60;1952
11361076;139000;3;93;2012
11365175;61500;1;33;1984
11365176;105000;3;64;1968
11180170;59900;1;32,2;1961
11356993;152000;3;75;1900
10195779;81000;2;57,6;1954
11277124;69000;3;77.7;1993
11357010;20000;0;0;1900
11357016;94500;2;51;1978
11216914;63000;2;41;1949
9364138;185000;3;107.2;2002
9710448;290000;3;239;2006
11310568;70000;1;35;1981
11360403;149000;2;80,3;2009
11358216;72900;1;36,8;1900
10797950;82000;2;45;1963
11360405;155000;2;62,5;1969
11365249;70000;2;0;1900
11242284;69000;1;36,8;1991
11359121;134500;3;76;2010
11357076;62000;1;33;1993
11197337;125000;3;0;1900
10763162;145000;2;57;2012
11359134;50000;2;50;1900
10752930;67500;1;34;1967
11299747;64000;1;38;1963
11078564;112000;2;50;1957
10972074;140000;4;93,2;2001
11357101;115000;2;57;1900
11325600;139000;3;73.7;1900
11360418;97000;3;62,6;1985
11107280;155000;2;63,6;2010
11357146;71000;1;39;1999
11269087;65000;4;70;1900
11328481;48000;1;20,78;1971
10834921;210000;2;60;2008
11357172;100000;2;50;1988
11115514;77000;1;48,8;2012
11359228;145000;5;100;1983
9339912;160000;2;58.11;1949
11269129;171000;4;95;1900
11247447;59500;4;80;1900
11357201;85000;2;47,2;1972
11303955;87000;1;39,4;2012
11365396;90000;2;50;1981
11247449;280000;4;97;1980
11365401;64000;1;31;1963
11228209;210000;2;74.8;1900
9954356;320000;2;95;2008
11364190;57000;3;60.3;1900
11228214;98000;2;54.5;1900
11228215;190000;4;102;1900
10796093;59900;1;32,2;1961
11310146;109000;3;63.3;1988
11269188;92000;4;58;1900
11304010;78900;1;43,8;2010
11304022;163000;1;65;2007
11307535;65000;2;44;1900
10595429;280000;3;105;2009
11365478;150000;2;54;1958
11360444;122000;3;80,9;2009
11310193;114000;3;76.67;1981
11357902;117000;4;82;1976
11269238;280000;3;116.5;1900
11269239;90000;1;51.3;2012
11269240;29000;1;38;1900
10796153;59900;1;32,2;1961
11269242;90000;2;54;1900
11360447;125000;3;81,3;2011
11197215;66000;1;33;1900
11228289;66500;1;31;1964
9903237;135000;2;60.5;1951
11360271;63000;1;33,5;1984
11353225;30000;2;44.2;1900
11358061;71000;2;43.51;1900
11353238;81000;1;42;2013
11353239;120000;2;50;1979
11353240;95000;3;56;1900
11353241;77000;3;49;1900
11310235;114500;3;63.4;1986
11360794;77000;1;43.1;2006
9900571;135000;2;60,5;1951
11357354;93900;3;56;1965
11360456;149000;3;66,6;1996
11297980;110000;2;66;2013
11360800;85000;2;49.87;1973
11260107;130000;2;53;1947
11357383;78000;2;50;1978
11310283;165000;2;67.2;1900
11304141;240000;3;91,9;2008
11304142;220000;3;97,7;2009
11304143;250000;3;87,3;2007
11304144;255000;3;92,4;2007
11304147;285000;3;76,1;1947
11304148;315000;3;130,4;2006
11304149;320000;3;97,2;2007
11304150;330000;3;112,3;2008
11304151;340000;3;98,1;1972
11304152;375000;3;94,4;2008
11304153;490000;3;140,1;2011
11304154;499000;3;124,2;2008
11260112;65000;3;70;1900
11304164;125000;4;77,3;1900
11304170;210000;4;117,4;2006
11304171;210000;4;123,2;2005
11304172;210000;4;94,4;1972
11304175;297000;4;123,6;2004
11304176;305000;4;123,6;2002
11304177;345000;4;156,3;2012
11304178;420000;4;168;2007
11304180;470000;4;134,3;2010
11304183;550000;5;240;2013
11310330;270000;3;120;2007
11301761;85000;2;44;1964
8504593;350000;3;140;2012
11298067;63500;1;32.7;1900
11298070;71000;1;40;2013
11298071;112500;2;60;1956
11298072;109000;3;70;1966
11298073;73000;1;45;2008
11298074;74500;2;47;1955
10216226;116300;2;52;1900
11298076;145000;3;66;1900
11009309;107000;2;63;2009
11200971;339000;4;142;1996
10361392;79000;4;129;2000
11353380;140000;3;65;1900
11353381;12000;2;35;1900
11264561;165000;3;109,5;2010
10939694;457000;0;151;1900
11307571;62000;1;0;1900
11298100;65000;2;53.3;1991
11358431;119000;3;63,4;1987
11178549;71000;4;81.5;1900
11140416;53000;2;40;1964
11359559;61000;1;31;1900
11353416;115000;2;59.3;1900
11359564;85000;2;53;1972
10939732;165000;3;82;2013
11357535;77000;2;51;1900
11359586;71000;1;32.9;1992
11317247;80000;1;37;1900
11359593;140;3;76;2004
10977512;77000;2;48.7;1900
11200932;339000;4;142;1996
11345275;180000;2;64;1958
11359619;64500;1;33;1992
10831928;145000;4;94;1961
11365612;62000;1;35;1994
11360493;125000;4;77,3;1900
10702230;107000;2;60;2009
11261336;107000;2;54,2;1967
11206042;105000;1;47.5;1900
11357600;72500;2;39.5;1969
11027696;135000;3;62;1991
11317249;62000;1;28.08;1900
11360838;94900;2;54.7;2013
11360498;210000;4;117,4;2006
11357086;115000;2;57;1900
11310521;95700;4;58,3;1966
10726846;116790;2;68.7;2013
11317250;72000;1;39.33;2013
11360843;66500;1;32;1970
10133750;182000;3;80;1900
11188812;10000;3;86;1988
11357643;70000;2;38.5;1969
11188813;40000;2;44.6;1966
11359699;57000;2;46;1959
11043406;63000;3;66;1900
11360847;100000;1;43;2011
10884582;145000;0;100;1980
11043409;55000;3;0;1975
11365864;140000;3;66,5;1991
11357674;247000;3;101;2000
11310571;70000;1;35;1981
10155507;160000;2;63,2;1955
11008254;82000;2;45;1963
11357686;117000;2;62;2007
11360852;192000;4;112.6;1995
11086856;108000;3;76;1977
11359752;63000;1;30.7;1965
11360352;75000;2;44,9;1962
11030026;93000;2;58,7;1998
11169291;90000;3;53.3;1900
11169292;73000;3;82;1900
11357709;80000;2;46,5;1955
11357726;95000;2;44;1964
11169313;80000;3;56;1900
10845730;106000;2;59,5;2004
10962467;59000;1;29,75;1963
11006316;120000;3;65;1990
11357736;73000;1;35,7;1991
11120180;90000;2;46.9;1900
11333182;140000;3;76.7;2004
11310663;63500;1;33,2;1992
11333192;42000;3;73.7;1900
11363932;88700;2;54;1980
11360696;520000;3;134.7;2012
11130470;61000;1;33;1900
11130471;56000;1;0;1900
11130476;95000;3;71.7;1992
11130477;85000;3;62;1970
11130478;95000;4;73.2;1900
11363951;134500;3;97;2009
11363953;140000;3;76;1900
11322994;125000;2;50;1984
11263605;62700;1;32;1962
10802806;102000;4;79;1900
8615549;274000;3;85;1900
11363974;150000;3;70;1900
10854025;290000;3;79,3;1956
11360877;57000;1;33.5;1989
11366035;92000;2;51,5;1969
11333268;140000;3;72;1900
11288214;62000;1;0;1900
11288215;160000;3;72;1900
11358652;71883;2;51;1992
11364000;190000;3;87;1900
11359910;108000;4;73;1980
11363957;134500;3;76.8;1900
11360290;69000;1;33,22;1987
11364038;96000;2;54.5;1900
11251406;79900;2;46,9;1987
10845891;106000;2;59,5;2004
11333338;73000;2;45;1965
11364060;90000;1;43;2011
11357917;120000;3;71,5;2012
11357477;78;2;0;1900
11357923;117000;4;82;1900
11333350;153000;4;76.24;1982
11333351;250000;4;102.4;1900
11366120;150000;2;78,4;1900
11360892;59500;1;32;1965
11263724;79500;1;32;1970
11333361;65000;1;34.34;1972
11333362;135000;3;96.5;2012
11333363;310000;4;97;1976
11359994;161000;3;0;1900
11364092;112000;3;65;1990
11360292;70000;1;33,4;1995
11357952;202;1;37;2011
11366147;72000;2;42,1;1985
11333383;27000;2;0;1980
11333386;160000;4;78.5;1988
11120395;95000;1;45;2012
11357979;185000;3;100;2010
11260208;75000;2;43;1900
11317027;27000;3;68.5;1900
11360038;86900;2;48,2;1972
11357994;99000;3;56;1967
11364141;58000;2;48;1900
11364142;100000;3;73;1900
11317044;78500;2;44;1900
11363977;91900;2;45;1900
11364160;65000;1;34.34;1972
11364161;135000;3;96.5;2012
11364162;310000;4;97;1976
11364164;118000;4;59.1;1900
10274630;88000;2;50;1992
11360908;77700;2;48.3;1977
10862410;170000;2;68.45;2013
11247435;85000;2;49;1900
11247438;28000;2;0;1900
11364183;97000;3;58;1987
11364184;120000;3;64;1988
11364185;145000;3;88.4;2013
11247450;107500;1;54.2;2007
11333263;123000;3;80;2012
11247452;86500;2;45;1972
11247453;69500;1;0;1900
11247454;61500;1;31;1963
11247455;94500;2;51.8;1980
11358048;250000;3;79;1956
11360914;63900;1;38.4;1992
11341680;87900;2;50;1993
11308915;260000;3;95;2009
11360916;59800;1;33.7;1982
10908023;84000;2;47;1965
11018125;73386;1;45,30;2013
11068146;118500;3;80;2013
11228282;62000;1;0;1900
11308969;400;3;104,8;2006
11353415;175000;3;63;1900
11140424;160000;0;104;1992
11043555;142000;2;78.8;2008
10753977;242500;3;97;1999
11157848;132000;2;60;2012
10732192;188000;3;95;2012
11010751;108000;3;76;1977
11325587;107000;3;63;1984
11360390;110000;2;57,8;2012
11247569;67000;1;28.8;1997
11357844;82000;1;50;2008
11202518;89900;2;45;1900
11353243;102000;4;60;1970
